"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Sherlock Solitaire","Standalone",,"USD",10,"N/A","N/A","Wise Wizard Games","2655","N/A","N/A",26,"411013","696727","","2024-00-00","Q2 2024",""
"Garden Heist","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",7,"413416","700413","","2024-06-00","",""
"That's Not a Hat: Pop Culture","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",24,"406663","690175","22589","2024-01-15","",""
"Disney Villainous: Sugar and Spite","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",16,"411003","696705","","2024-06-00","",""
"Star Wars Villainous: Revenge at Last","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",12,"417130","706611","","2024-07-21","",""
"Horrified: World of Monsters","Standalone","For Sale","USD",30,"N/A","N/A","Ravensburger","2001","N/A","N/A",47,"423434","718410","","2024-08-01","",""
"Chronicles of Light: Darkness Falls (Disney Edition)","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",39,"411369","697372","","2024-07-21","",""
"Disney Villainous: Introduction to Evil","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",6,"391561","696706","","2024-08-00","",""
"Minecraft Explorers","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger","2001","N/A","N/A",10,"413403","700377","21580","2024-06-00","",""
"Meadow: Adventure Book","Expansion","For Sale","USD",45,"N/A","N/A","Rebel Studio","1109 (Asmodee)","N/A","N/A",59,"397131","674877","","2024-00-00","Oct/Nov 2024",""
"Hey Hey Relay","Standalone","For Sale","USD",15,"N/A","N/A","Ultra PRO","701","N/A","N/A",7,"423451","718432","11234","2024-07-15","",""
"Super Boss Monster","Standalone","Demo","N/A","N/A","N/A","N/A","Brotherwise Games","339","N/A","N/A",27,"415524","703720","","0000-00-00","Q1 2025",""
"Flapjacks & Sasquatches Dice Game","Standalone","For Sale","USD",24,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",8,"400143","678868","PLF160","2024-05-20","",""
"Lumberjacks with Rocket Launchers","Standalone","For Sale","USD",13,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",7,"400144","678869","PLF350","2024-06-07","",""
"Squatch & Seek","Standalone","For Sale","USD",12,"N/A","N/A","Prolific Games (I)","2235","N/A","N/A",2,"400145","678870","PLF450","2024-06-00","",""
"Jewels for the Emperor Penguin","Standalone","For Sale","USD",40,"N/A","N/A","Left Justified Studio","2235","N/A","N/A",16,"408853","693708","","2024-08-05","",""
"Frozen Shinies: The Emperor Penguin's Nephew","Standalone","For Sale","USD",16,"N/A","N/A","Left Justified Studio","2235","N/A","N/A",10,"410662","696240","LJS720","2024-08-05","",""
"DC Super-Skill Pinball: Harley Quinn Ball","Standalone","For Sale","USD",25,"N/A","N/A","WizKids (I)","711","N/A","N/A",19,"422339","716443","","2024-08-00","",""
"Dungeons & Dragons: Onslaught – Tendrils of the Lichen Lich Starter Set","Standalone","For Sale","USD",100,"N/A","N/A","WizKids (I)","711","N/A","N/A",12,"416089","704696","","2024-07-00","",""
"Trail Story: America","Standalone","For Sale","USD",40,"N/A","N/A","WizKids (I)","711","N/A","N/A",19,"382834","654095","87585","2024-08-00","",""
"Star Trek: Captain's Chair","Standalone","Demo","N/A","N/A","N/A","N/A","WizKids (I)","711","N/A","N/A",76,"422541","716818","","2024-10-00","",""
"Black Rose Wars: Rebirth – Dreadforge","Expansion","For Sale","USD",40,"N/A","N/A","Ludus Magnus Studio","2954","N/A","N/A",4,"414160","705619","","2024-03-00","",""
"PopCats Fighter","Standalone","Demo","N/A","N/A","N/A","N/A","Violet Daisy Games LLC","BIPOC Lounge (rooms 240-241)","N/A","N/A",7,"255206","409894","","2025-00-00","",""
"One Deck Dungeon: Relics of the Forge","Standalone","Demo","N/A","N/A","N/A","N/A","Asmadi Games","2555","N/A","N/A",4,"425724","722434","","0000-00-00","Q2 2025",""
"The Shivers: The Fogmoor Museum","Expansion","Demo","N/A","N/A","N/A","N/A","Pop Fiction Games","2862","N/A","N/A",1,"402644","683309","","0000-00-00","",""
"Kuiperium","Standalone","For Sale","N/A","N/A","N/A","N/A","Dragon Egg Games","2860","N/A","N/A",3,"341275","568959","","2024-07-00","",""
"Motley","Standalone","For Sale","N/A","N/A","N/A","N/A","Weird Giraffe Games","2623","N/A","N/A",2,"382101","652658","","2024-04-00","",""
"Dreams of Yesterday","Standalone","For Sale","N/A","N/A","N/A","N/A","Weird Giraffe Games","2623","N/A","N/A",3,"378751","647059","","0000-00-00","",""
"Way Too Many Cats!","Standalone","For Sale","N/A","N/A","N/A","N/A","Weird Giraffe Games","2623","N/A","N/A",3,"355829","597786","","2024-01-00","",""
"Pizza Roles","Standalone","Demo","N/A","N/A","N/A","N/A","Pet Roc Games","Room ??? (First Exposure Playtest Hall)","N/A","N/A",1,"422146","716104","","2025-07-14","",""
"Parks & Potions","Standalone","Demo","N/A","N/A","N/A","N/A","Moon Saga Workshop","Room ??? (First Exposure Playtest Hall)","N/A","N/A",2,"414927","702675","","2025-00-00","",""
"Captain Obvious","Standalone","For Sale","USD",20,"N/A","N/A","Lucky Duck Games","157","N/A","N/A",29,"423533","718550","","2024-09-00","",""
"Quartz: The Dice Game","Standalone","For Sale","USD",25,"N/A","N/A","Lucky Duck Games","157","N/A","N/A",107,"357989","717783","","2024-08-00","",""
"Tranquility: The Ascent","Standalone","For Sale","USD",15,"N/A","N/A","Lucky Duck Games","157","N/A","N/A",43,"334717","556894","","2024-09-00","",""
"Nestlings","Standalone","For Sale","USD",40,"N/A","N/A","Tangerine Games","157 (Lucky Duck Games)","N/A","N/A",72,"359157","604168","","2024-08-00","",""
"Gems of Iridescia","Standalone","Demo","N/A","N/A","N/A","N/A","Rock, Stone & Dice Games","(see listing)","N/A","N/A",33,"396375","673712","","2025-00-00","Q1 2025",""
"SUMO","Standalone","For Sale","USD",15,"N/A","N/A","Bright Eye Games","1553 (Dara Studios)","N/A","N/A",39,"406257","716056","SUM001","2024-10-00","",""
"Tokkuri Taking","Standalone","For Sale","USD",15,"N/A","N/A","Bright Eye Games","1553 (Dara Studios)","N/A","N/A",26,"419045","716057","TOT001","2024-10-00","",""
"Ponzi Scheme","Standalone","For Sale","USD",35,"N/A","N/A","Bright Eye Games","1553 (Dara Studios)","N/A","N/A",25,"180899","674308","PON001","2024-10-00","",""
"Battle Dentale","Standalone","For Sale","USD",25,"N/A","N/A","Bright Eye Games","1553 (Dara Studios)","N/A","N/A",17,"391341","665928","BAD001","2024-10-00","",""
"The Plot Thickens: Adventure Edition","Standalone","For Sale","USD",25,"N/A","N/A","Bright Eye Games","1553 (Dara Studios)","N/A","N/A",10,"421550","714834","TPT004","2024-07-00","",""
"Metrorunner","Standalone","For Sale","USD",60,"N/A","N/A","Thunderworks Games","1363","N/A","N/A",72,"406329","689521","TWK1050","2024-09-00","Q3 2024",""
"Stonespine Architects","Standalone","For Sale","USD",45,"N/A","N/A","Thunderworks Games","1363","N/A","N/A",134,"387514","659676","TWK4100","2024-03-00","",""
"Citizens of the Spark","Standalone","Demo","N/A","N/A","N/A","N/A","Thunderworks Games","1363","N/A","N/A",46,"415465","703627","TWK1200","2025-00-00","",""
"Space Lion: Divide and Conquer","Standalone","For Sale","USD",30,"N/A","N/A","Solis Game Studio","3028","N/A","N/A",16,"356198","598521","","2024-02-01","",""
"The Massive-Verse Fighting Card Game","Standalone","Demo","N/A","N/A","N/A","N/A","Solis Game Studio","3028","N/A","N/A",13,"396706","674125","","2024-09-25","",""
"Salton Sea","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","2827","N/A","N/A",149,"402663","702510","BODA 120923","2024-03-00","",""
"Autumn","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","2827","N/A","N/A",74,"185244","696726","","2024-03-00","",""
"Flash 10","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","2827","N/A","N/A",46,"146152","687091","","2024-03-00","",""
"España 1936","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","2827","N/A","N/A",56,"31291","687071","","2024-04-00","",""
"Sand","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","2827","N/A","N/A",199,"402669","683342","","2024-05-00","",""
"Phantom Fury","Standalone","Demo","N/A","N/A","N/A","N/A","Nuts! Publishing","541 (Ares Games)","N/A","N/A",8,"91010","665556","","2024-08-00","",""
"Barbarian Kingdoms","Standalone","For Sale","USD",50,"N/A","N/A","Jester","541 (Ares Games)","N/A","N/A",12,"360113","605972","","2024-07-15","",""
"Æterna","Standalone","Demo","N/A","N/A","N/A","N/A","Ares Games","541","N/A","N/A",34,"421823","716049","AREU07","2024-11-00","",""
"Altay: Dawn of Civilization","Standalone","Demo","N/A","N/A","N/A","N/A","Ares Games","541","N/A","N/A",80,"334537","556594","ARTG004","2024-11-00","",""
"Builders of Sylvan Dale","Standalone","Demo","N/A","N/A","N/A","N/A","Ares Games","541","N/A","N/A",27,"413548","700600","","2024-00-00","Q4 2024",""
"Viking Route","Standalone","Demo","N/A","N/A","N/A","N/A","Ares Games","541","N/A","N/A",26,"411265","697182","ARTG025","2024-00-00","Q3 2025",""
"The Vale of Eternity","Standalone","For Sale","USD",35,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",91,"385529","685502","101323","2024-03-22","",""
"Axis & Allies:  Guadalcanal","Standalone","For Sale","USD",60,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",8,"29259","702621","","2024-04-25","",""
"Power Rangers: Heroes of the Grid – RPM Ranger Pack","Expansion","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",6,"416105","704714","","2024-05-14","",""
"Power Rangers: Heroes of the Grid – Arsenal Pack","Expansion","For Sale","USD",45,"N/A","N/A","Renegade Game Studios","1619","N/A","N/A",7,"416106","704716","","2024-05-14","",""
"Stalk Exchange","Standalone","For Sale","USD",50,"N/A","N/A","The Op Games","135","N/A","N/A",65,"416552","705633","","2024-08-00","",""
"Murray the A**hole Frog","Standalone","For Sale","USD",25,"N/A","N/A","Devious Weasel Games","940","N/A","N/A",32,"416494","705527","DWE 7000","2024-08-01","",""
"The Gang","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2619","N/A","N/A",85,"411567","697675","683887","2024-07-00","",""
"Arcs","Standalone","For Sale","USD",60,"N/A","N/A","Leder Games","837","N/A","N/A",523,"359871","605485","LED06000","2024-07-00","",""
"Gnome Hollow","Standalone","For Sale","USD",50,"N/A","N/A","The Op Games","135","N/A","N/A",204,"332885","553828","","2024-08-00","",""
"Harvest","Standalone","For Sale","USD",89,"N/A","N/A","Keymaster Games","2113","N/A","N/A",152,"395623","672697","","2024-00-00","Q3 2024",""
"Sausage Sizzle!","Standalone","For Sale","USD",20,"N/A","N/A","25th Century Games","1233","N/A","N/A",58,"118215","710569","","2024-10-02","",""
"Cosmic Frog: Gluttony Pack","Expansion","For Sale","USD",15,"N/A","N/A","Devious Weasel Games","940","N/A","N/A",32,"419218","710554","DWE5051","2024-08-01","",""
"Cosmic Frog: Devious Pack","Expansion","For Sale","USD",15,"N/A","N/A","Devious Weasel Games","940","N/A","N/A",34,"419217","710553","DWE5001","2024-08-01","",""
"Innovation Ultimate","Standalone","Demo","N/A","N/A","N/A","N/A","Asmadi Games","2555","N/A","N/A",107,"388367","661124","","2024-00-00","Q4 2024",""
"Exit: The Game – The Hunt Through Amsterdam","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2619","N/A","N/A",41,"376478","697482","692882","2024-06-00","",""
"Exit: The Game – The Magical Academy","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2619","N/A","N/A",40,"376477","697473","692883","2024-06-00","",""
"Exit: The Game – Kids: Riddles in Monsterville","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2619","N/A","N/A",37,"376479","697664","692868","2024-06-00","",""
"Masters of Crime: Vendetta","Standalone","For Sale","USD",25,"N/A","N/A","KOSMOS","2619","N/A","N/A",25,"336791","697659","683825","2024-06-00","",""
"Dodo","Standalone","For Sale","USD",35,"N/A","N/A","KOSMOS","2619","N/A","N/A",33,"295490","697677","","2024-06-00","",""
"Nunatak: Temple of Ice","Standalone","For Sale","USD",40,"N/A","N/A","KOSMOS","2619","N/A","N/A",70,"383158","697667","683801","2024-06-00","",""
"Belratti","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2619","N/A","N/A",47,"259374","697666","683320","2024-06-00","",""
"Exit: The Game – Prison Break","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2619","N/A","N/A",36,"383479","697481","692884","2024-07-00","",""
"10 Days in the USA","Standalone","For Sale","USD",30,"N/A","N/A","The Op Games","135","N/A","N/A",59,"7866","700387","","2024-05-00","",""
"Move Like Me","Standalone","For Sale","USD",15,"N/A","N/A","The Op Games","135","N/A","N/A",18,"420088","712184","","2024-06-00","",""
"HALO: Mission Command","Standalone","Demo","N/A","N/A","N/A","N/A","Upper Deck Entertainment","1205","N/A","N/A",12,"424000","719390","UDC 36049","2024-09-30","",""
"Speed Colors","Standalone","For Sale","USD",15,"N/A","N/A","Friendly Skeleton","2343","N/A","N/A",9,"231045","687743","","2024-07-05","",""
"Flickering Stars","Standalone","Demo","N/A","N/A","N/A","N/A","Friendly Skeleton","2343","N/A","N/A",23,"419960","711917","","2024-11-00","",""
"NEXUS: Legacy Edition Rulebook","Expansion","For Sale","USD",50,"N/A","N/A","D-Verse Publishing, LLC","1635","N/A","N/A",5,"394757","671483","","0000-00-00","Q2 2024",""
"Divinity Original Sin: Nemesis Expansion","Expansion","For Sale","USD",50,"N/A","N/A","Larian Studios","2811","N/A","N/A",8,"409575","694631","","0000-00-00","",""
"Divinity Original Sin: Haunted Keep Expansion","Expansion","For Sale","USD",50,"N/A","N/A","Larian Studios","2811","N/A","N/A",10,"409577","694633","","0000-00-00","",""
"Divinity Original Sin: Nightmare Dungeon Expansion","Expansion","For Sale","USD",30,"N/A","N/A","Larian Studios","2811","N/A","N/A",9,"411065","696862","","2023-12-00","",""
"Divinity Original Sin: The Board Game","Standalone","For Sale","USD",150,"N/A","N/A","Larian Studios","2811","N/A","N/A",26,"294378","481231","","2023-12-00","",""
"Ozob: A Cyberpunk Board Game","Standalone","Demo","N/A","N/A","N/A","N/A","UaiPiá","2765 (Iron Studios)","N/A","N/A",77,"423579","718634","","0000-00-00","Q4 2024/Q1 2025",""
"Springsign","Standalone","Demo","N/A","N/A","N/A","N/A","The End Games","Stadium : Field : Conspiracy of Gamers : HQ","N/A","N/A",21,"387913","660208","","2024-00-00","",""
"Lovestruck","Standalone","For Sale","USD",25,"N/A","N/A","Rabble","266","N/A","N/A",5,"395306","672205","","2024-08-01","",""
"Sprout","Standalone","Demo","N/A","N/A","N/A","N/A","Rabble","266","N/A","N/A",10,"424885","720908","","0000-00-00","Q2 2025",""
"Catfish","Standalone","Demo","N/A","N/A","N/A","N/A","Rabble","266","N/A","N/A",6,"424881","720904","","0000-00-00","Q1 2025",""
"The Expedition: Wild Space","Standalone","For Sale","USD",12,"N/A","N/A","Lowtek Games LLC","654","N/A","N/A",7,"425026","721209","","2024-08-00","",""
"Epilogue","Standalone","Demo","N/A","N/A","N/A","N/A","Violet Daisy Games LLC","BIPOC Lounge (rooms 240-241)","N/A","N/A",12,"377184","644127","","2025-00-00","Q3 2025",""
"Star Wars: The Deckbuilding Game – Clone Wars Edition","Standalone","For Sale","USD",38,"N/A","N/A","Fantasy Flight Games","","N/A","N/A",27,"422332","716432","SWG02","2024-08-30","",""
"Crash the Party","Standalone","For Sale","N/A","N/A","N/A","N/A","Moose","371","N/A","N/A",1,"425292","721680","91542","2024-07-15","",""
"Wild Flowers","Standalone","For Sale","N/A","N/A","N/A","N/A","Moose","371","N/A","N/A",7,"425283","721670","90993","2024-08-01","",""
"Pickleball Blast!","Standalone","For Sale","N/A","N/A","N/A","N/A","Moose","371","N/A","N/A",4,"425646","722290","","2024-07-00","",""
"Epic Spell Wars of the Battle Wizards: Annihilageddon 3 – Satanic Panic","Standalone","For Sale","N/A","N/A","N/A","N/A","Cryptozoic Entertainment","801","N/A","N/A",3,"378172","645890","","2024-08-01","",""
"BANG! Dice Explosion","Standalone","For Sale","N/A","N/A","N/A","N/A","DV Games","2109","N/A","N/A",22,"422159","716125","DVG9133","2024-10-30","",""
"Alpha Clash: Unrivaled","Expansion","For Sale","N/A","N/A","N/A","N/A","Rising Empire Studios","2857","N/A","N/A",3,"421569","714865","","2024-05-31","",""
"A Bunch of Fun Guys","Standalone","For Sale","USD",15,"N/A","N/A","Gamewright","1807","N/A","N/A",23,"422334","716434","124","2024-08-01","",""
"Let's Go! To Japan","Standalone","For Sale","USD",50,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",355,"368173","626412","","2024-05-10","",""
"Cubitos: Fowl Play","Expansion","For Sale","USD",40,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",148,"388568","661457","AEG 1016","2024-06-28","",""
"Space Base: Genesis","Expansion","For Sale","USD",30,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",158,"388569","661458","AEG 1017","2024-06-28","",""
"Tiny Towns: Architects","Expansion","For Sale","USD",30,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",112,"388566","661455","AEG 1018","2024-06-28","",""
"War Chest: Nightfall","Expansion","For Sale","USD",30,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",96,"388565","661454","AEG 1019","2024-06-28","",""
"Undergrove","Standalone","For Sale","USD",50,"N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",254,"376740","643440","","2024-09-06","",""
"Misfit Heroes","Standalone","Demo","N/A","N/A","N/A","N/A","Alderac Entertainment Group","403","N/A","N/A",26,"421570","714867","","2025-10-00","",""
"16 Candies","Standalone","For Sale","USD",15,"N/A","N/A","Envy Born Games","3058","N/A","N/A",18,"376932","643757","BBO602","2024-05-00","",""
"Confusing Lands","Standalone","For Sale","USD",15,"N/A","N/A","Envy Born Games","3058","N/A","N/A",63,"342200","698439","BBO604","2024-06-00","",""
"Kalahari","Standalone","Demo","N/A","N/A","N/A","N/A","Envy Born Games","3058","N/A","N/A",27,"394438","671083","BBO700","2025-00-00","Q3 2025",""
"Fromage","Standalone","Demo","N/A","N/A","N/A","N/A","Road To Infamy Games (R2i Games)","809, 821, 929, 1109 (Asmodee)","N/A","N/A",267,"384213","656261","","2024-00-00","Q3 2024",""
"Ironwood","Standalone","Demo","N/A","N/A","N/A","N/A","Mindclash Games","365","N/A","N/A",74,"407343","691232","","2024-11-00","",""
"Perseverance: Castaway Chronicles – Episodes 3 & 4","Standalone","Demo","N/A","N/A","N/A","N/A","Mindclash Games","365","N/A","N/A",52,"387849","660121","","2025-00-00","",""
"Septima","Standalone","For Sale","N/A","N/A","N/A","N/A","Mindclash Games","365","N/A","N/A",130,"360692","700429","","2023-11-00","",""
"Voidfall","Standalone","For Sale","N/A","N/A","N/A","N/A","Mindclash Games","365","N/A","N/A",158,"337627","681448","","2023-11-00","",""
"This Bed Is Mine","Standalone","For Sale","USD",22,"N/A","N/A","Broadway Toys LTD","169","N/A","N/A",17,"412116","711025","","2024-08-00","",""
"Lifeboats: Plank of Carneades","Standalone","For Sale","USD",30,"N/A","N/A","Broadway Toys LTD","169","N/A","N/A",23,"412230","698652","","2024-08-00","",""
"Moving Wild","Standalone","For Sale","N/A","N/A","N/A","N/A","Oink Games","2135","N/A","N/A",46,"423270","718054","","2024-05-02","",""
"Biomos","Standalone","For Sale","USD",30,"N/A","N/A","NorthStar Game Studio","2527","N/A","N/A",120,"362700","711506","","2024-08-01","",""
"Sacred Valley","Standalone","For Sale","USD",40,"N/A","N/A","NorthStar Game Studio","2527","N/A","N/A",75,"391162","711507","","2024-08-00","",""
"Nature","Standalone","Demo","N/A","N/A","N/A","N/A","NorthStar Game Studio","2527","N/A","N/A",250,"330152","549334","","2025-00-00","",""
"Maps of Misterra","Standalone","For Sale","USD",35,"N/A","N/A","Sit Down!","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",27,"373190","698941","MIS/01/2023/10/EN/SD","2024-01-05","",""
"Redwood","Standalone","For Sale","USD",65,"N/A","N/A","Sit Down!","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",47,"359962","707578","LUMSDO013","2024-04-05","",""
"Open Season","Standalone","For Sale","USD",30,"N/A","N/A","Sit Down!","1321-demos / 1429-sales (Flat River Group)","N/A","N/A",25,"391255","665708","","2024-07-19","",""
"Avalon: The Riven Veil","Standalone","Demo","N/A","N/A","N/A","N/A","Shadowborne Games","1641","N/A","N/A",53,"402276","682464","","2025-00-00","",""
"Cyberpunk Edgerunners: Combat Zone","Standalone","Demo","N/A","N/A","N/A","N/A","Monster Fight Club","267","N/A","N/A",23,"418067","708314","","0000-00-00","Q4 2024",""
"An Age Contrived","Standalone","For Sale","USD",80,"N/A","N/A","Bellows Intent","2757","N/A","N/A",43,"357890","601812","BLW01001","2024-05-00","",""
"Patrician: Towers of Influence","Standalone","For Sale","USD",35,"N/A","N/A","Calliope Games","1803","N/A","N/A",19,"392767","668241","CLP144","0000-00-00","Q2 2024",""
"Starship Interstellar","Standalone","For Sale","N/A","N/A","N/A","N/A","Pendragon Game Studio","1738 / 1429-sales (Flat River Group)","N/A","N/A",13,"334827","557065","PG921","2024-04-05","",""
"Escape from New York","Standalone","For Sale","N/A","N/A","N/A","N/A","Pendragon Game Studio","1738 / 1429-sales (Flat River Group)","N/A","N/A",39,"362723","614367","PG930","2024-07-19","",""
"Talisman: The Magical Quest Game – 5th Edition","Standalone","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",16,"415550","703755","F6652","2024-07-08","",""
"Talisman Alliances: Fate Beckons","Expansion","Demo","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",13,"422406","716536","","2024-10-01","",""
"HeroQuest: First Light","Standalone","Demo","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",14,"423561","718589","","2024-00-00","",""
"HeroQuest: Jungles of Delthrak","Expansion","Demo","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",15,"422344","716450","","2024-09-04","",""
"Life in Reterra","Standalone","For Sale","N/A","N/A","N/A","N/A","Hasbro","","N/A","N/A",35,"415513","703705","","2024-06-15","",""
"Rebel Princess Deluxe Edition: Carmesina","Expansion","For Sale","N/A","N/A","N/A","N/A","Bézier Games","3035","N/A","N/A",21,"423469","718451","","0000-00-00","Q3 2024",""
"Rolling Realms Redux","Standalone","For Sale","USD",30,"N/A","N/A","Stonemaier Games","2909 (Meeple Source)","N/A","N/A",57,"393892","670066","","2024-09-06","",""
"Mycelia","Standalone","For Sale","USD",55,"N/A","N/A","Burnt Island Games","2004","N/A","N/A",126,"378476","646452","","2024-00-00","Q4 2024",""
"River Valley Glassworks","Standalone","For Sale","USD",39,"N/A","N/A","Allplay","2647","N/A","N/A",217,"407297","691154","","2024-00-00","Q3 2024",""
"Lure","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","2647","N/A","N/A",125,"415780","704166","","2024-10-21","",""
"Things in Rings","Standalone","For Sale","USD",19,"N/A","N/A","Allplay","2647","N/A","N/A",86,"408547","693114","","2024-07-19","",""
"Panda Panda","Standalone","For Sale","USD",10,"N/A","N/A","Allplay","2647","N/A","N/A",55,"408542","693102","","2024-00-00","Q2 2024",""
"Fairy","Standalone","For Sale","USD",10,"N/A","N/A","Allplay","2647","N/A","N/A",53,"408545","693107","","2024-00-00","Q2 2024",""
"Kinfire Delve: Scorn's Stockade","Standalone","For Sale","USD",20,"N/A","N/A","Incredible Dream Studios","2955","N/A","N/A",88,"404538","686620","","2024-04-02","",""
"Kinfire Delve: Callous' Lab","Standalone","For Sale","USD",20,"N/A","N/A","Incredible Dream Studios","2955","N/A","N/A",87,"406174","689279","","2024-08-00","",""
"A Gentle Rain","Standalone","For Sale","USD",20,"N/A","N/A","Incredible Dream Studios","2955","N/A","N/A",108,"334011","683640","","2024-05-28","",""
"Kinfire Council","Standalone","Demo","N/A","N/A","N/A","N/A","Incredible Dream Studios","2955","N/A","N/A",51,"411894","698154","","2025-00-00","",""
"Survive The Island","Standalone","Demo","N/A","N/A","N/A","N/A","Zygomatic","809, 821, 929, 1109 (Asmodee)","N/A","N/A",9,"425428","721906","ZYGSTI01EN","2024-09-00","",""
"Intarsia","Standalone","For Sale","USD",60,"N/A","N/A","Pegasus Spiele","2201","N/A","N/A",14,"422126","719713","","2024-09-00","",""
"Witness: On the Trail of the Chameleon","Standalone","For Sale","USD",20,"N/A","N/A","Pegasus Spiele","2201","N/A","N/A",7,"422120","717577","57817E","2024-08-00","",""
"Witness: The Treasure of Othesis","Standalone","For Sale","USD",20,"N/A","N/A","Pegasus Spiele","2201","N/A","N/A",7,"422121","717579","","2024-08-00","",""
"Witness: The Sigma Club","Standalone","For Sale","USD",20,"N/A","N/A","Pegasus Spiele","2201","N/A","N/A",7,"422123","717578","57819E","2024-08-00","",""
